normal_predict_amount,normal_predict_error,set,significance,timestamp
10989854.865,88545.42223659928,a=a4&b=b10&c=c7;a=a6&b=b30&d=d3;a=a4&b=b24&c=c8,0.002336372033051321,1450857000
8772827.870000001,71219.08660163307,a=a4&b=b13&d=d5;a=a5&c=c2&d=d3;a=a3&b=b31&d=d6,0.0014713387171057894,1450843800
9245027.3075,70028.76077553103,b=b27&c=c3&d=d6;a=a1&b=b19&d=d7;a=a4&b=b16&c=c7,0.0006165807114600768,1451109300
11238068.465,93503.81866317922,b=b7&c=c3&d=d4;b=b13&c=c7&d=d8;a=a6&c=c2&d=d1,0.0016338080545931035,1450682040
11056225.035,89518.09652299773,b=b24&c=c1&d=d2;a=a2&b=b5&d=d10;a=a6&c=c4&d=d4,0.00518124534533203,1450943160
8436510.8275,65304.8634221954,a=a6&b=b5&d=d10;b=b22&c=c3&d=d7;a=a4&b=b2&d=d1,0.0007932366490901487,1451188800
10641359.7625,83490.80047797426,a=a2&b=b31&c=c8;b=b35&c=c3&d=d8;a=a4&b=b9&d=d9,0.0006888993164371349,1451031000
9510003.41,72997.74255185068,b=b1&c=c7&d=d1;b=b26&c=c2&d=d10;a=a3&b=b4&d=d8,0.00014660317324351942,1451202300
2373548.7,19885.600219873253,a=a3&c=c1&d=d6;a=a3&c=c2&d=d7;a=a4&c=c7&d=d4,0.011963894017586128,1451079000
8397898.1,68056.5987299876,a=a4&b=b3&c=c1;b=b11&c=c4&d=d5;a=a6&c=c6&d=d5,0.001132369649404452,1451190000
10784592.489999998,84301.82870882162,b=b16&c=c4&d=d4;a=a4&b=b24&c=c6;a=a5&b=b9&d=d3,0.0009366889932644838,1450873800
2913982.025000001,22297.31836364757,a=a1&b=b7&d=d8;b=b10&c=c4&d=d6;a=a6&b=b24&d=d1,0.0010257558624000118,1450736700
9478289.6125,70504.66819722496,a=a4&b=b24&d=d9;b=b2&c=c6&d=d5;a=a6&b=b4&d=d4,0.0005748319828273084,1451020800
11028697.115000002,86621.96848616454,a=a6&c=c5&d=d6;a=a1&b=b3&d=d8;a=a2&b=b6&c=c1,0.0007059269034731128,1450924800
10670140.44,82933.04352441178,a=a2&b=b19&d=d5;a=a4&b=b3&d=d10;a=a3&c=c2&d=d8,0.0021150252253224373,1450876800
10354759.9375,80184.61023886941,a=a1&b=b13&d=d4;b=b16&c=c1&d=d3;a=a4&c=c4&d=d4,0.0032391678395730203,1451025000
3100713.3350000004,24167.006069952182,b=b35&c=c1&d=d6;a=a2&b=b11&d=d7;a=a6&b=b8&c=c1,0.004523975930905737,1450911300
8578756.515,66581.5714646119,a=a4&b=b22&d=d8;a=a4&b=b27&d=d3;a=a2&b=b13&c=c4,0.002429110240843692,1451211600
9570762.3525,76181.77503274888,a=a6&b=b19&c=c1;a=a2&c=c1&d=d3;b=b30&c=c3&d=d4,0.002724588401192827,1451200800
8477545.105,67316.14769351122,a=a1&c=c2&d=d5;a=a1&b=b19&d=d1;a=a5&b=b14&d=d7,0.0012393404975804218,1451103900
9476167.1125,77929.40367637343,a=a3&c=c1&d=d4;a=a2&c=c1&d=d10;a=a4&b=b7&c=c4,0.019203574907788085,1451022300
11160805.3125,90584.53546894524,a=a6&b=b12&d=d5;a=a1&b=b3&d=d1;a=a2&c=c1&d=d1,0.0010438239614701213,1450685460
3108294.0300000007,25815.35315237308,b=b10&c=c2&d=d7;a=a2&c=c7&d=d6;a=a2&c=c1&d=d8,0.0011246414838997397,1450894200
9390201.84,74589.75318798228,a=a6&b=b7&d=d6;a=a6&b=b20&c=c4;a=a4&c=c7&d=d5,0.0004986753709892849,1451198400
8986384.07,68909.7610426934,a=a6&c=c4&d=d2;a=a3&b=b26&d=d1;a=a6&c=c4&d=d10,0.0012372844039545711,1451097900
9352284.2475,72744.678295972,a=a6&b=b31&d=d2;a=a2&c=c8&d=d2;a=a3&c=c6&d=d2,0.0015726722162258966,1450846200
8657949.424999999,68310.52200047347,b=b7&c=c1&d=d3;a=a6&b=b26&c=c1;a=a6&c=c3&d=d3,0.008983461430918233,1450757400
10988100.095,90061.1047547207,b=b14&c=c6&d=d7;a=a4&b=b10&c=c5;a=a4&b=b5&c=c6,0.001098508508699102,1450752600
4560202.7425,34385.6955778096,b=b5&c=c3&d=d5;a=a4&b=b20&d=d6;a=a2&c=c5&d=d6,0.0006754202547363928,1451149500
2990934.087500001,24721.62449002681,a=a3&c=c8&d=d2;a=a1&c=c8&d=d5;a=a5&b=b20&d=d2,0.00043333841076623176,1450824000
10195174.7075,82519.88843064645,a=a2&c=c4&d=d3;a=a4&b=b11&d=d3;b=b8&c=c5&d=d4,0.01113444762849988,1450870500
2796570.5875,22540.847380140964,a=a2&c=c4&d=d1;b=b5&c=c2&d=d6;a=a4&c=c4&d=d7,0.00941344518216781,1451170500
10541821.325,79317.05092416031,a=a4&c=c7&d=d6;a=a1&c=c3&d=d2;b=b15&c=c4&d=d7,0.004067871718953347,1451030400
8986409.245,74168.48685294134,a=a6&b=b30&c=c4;a=a4&b=b7&c=c4;a=a1&b=b5&d=d4,0.003757607373765416,1451107200
10094414.6275,78697.4140581545,a=a1&b=b19&d=d6;b=b21&c=c4&d=d3;a=a6&c=c3&d=d10,0.0011969292865188284,1451134800
9958843.765,76398.97137475452,a=a5&b=b14&d=d10;b=b3&c=c3&d=d1;a=a6&b=b24&c=c4,0.001515073689360074,1451047800
8588793.85,67203.15018632759,a=a2&c=c4&d=d1;b=b2&c=c3&d=d2;a=a4&b=b15&d=d10,0.01500870636465531,1451186100
9605642.815,74798.20692437845,a=a1&c=c2&d=d3;a=a4&b=b20&c=c4;a=a4&b=b9&c=c4,0.0029257746893797012,1451216700
10387237.62,81708.55196378317,a=a2&b=b15&d=d9;a=a6&c=c6&d=d3;b=b7&c=c3&d=d1,0.00036044192362656404,1450871400
9624904.9925,74873.55373475006,a=a1&b=b27&d=d3;b=b10&c=c3&d=d7;a=a3&b=b27&d=d2,0.000950118873463789,1451044500
9137814.0,73747.08871068928,a=a4&c=c2&d=d3;a=a1&c=c4&d=d4;a=a4&b=b25&c=c2,0.0065372556774471536,1450779000
10020040.4375,80431.57891382503,a=a6&b=b11&c=c4;a=a2&b=b24&c=c7;a=a2&b=b2&c=c4,0.0012738529360843904,1450936200
8459541.34,68902.45265773419,a=a3&b=b23&c=c1;b=b35&c=c1&d=d1;a=a4&c=c8&d=d7,0.005178968486008171,1451103300
8708621.105,70937.23792969651,a=a2&c=c2&d=d9;a=a3&c=c4&d=d1;a=a4&c=c3&d=d4,0.011144714462617788,1451040600
10928805.622500002,87809.27181105362,a=a6&b=b2&d=d6;a=a2&b=b20&c=c3;a=a6&c=c1&d=d8,0.01635810703312611,1450684200
10997096.0775,89185.09862367908,b=b10&c=c1&d=d8;a=a3&b=b4&d=d3;b=b21&c=c1&d=d8,0.00584742679199884,1450925400
3096289.9825,23654.549867093083,a=a4&b=b14&d=d9;a=a4&b=b12&c=c1;a=a2&b=b16&d=d10,0.00022863429980237788,1450653900
8720487.7075,71856.64305278557,b=b15&c=c4&d=d9;a=a4&b=b8&d=d4;b=b14&c=c3&d=d10,0.0030195388219905503,1451212500
10030194.1475,80732.66790654967,a=a4&c=c1&d=d3;b=b16&c=c7&d=d6;a=a2&c=c4&d=d7,0.016669841780387645,1450698900
11302598.875,87420.86036392447,a=a2&b=b3&c=c1;a=a3&b=b24&d=d3;a=a6&b=b30&d=d1,0.001514621383468328,1450768560
11065102.2175,81580.38177542266,a=a4&b=b14&d=d7;b=b23&c=c4&d=d6;a=a2&c=c7&d=d5,0.0008878193611984818,1450944000
11039460.775000002,90560.81755807856,a=a3&c=c4&d=d3;a=a4&c=c2&d=d3;a=a5&b=b30&d=d4,0.005388055885606711,1450667700
10306958.1325,84684.77611913711,a=a6&b=b23&d=d6;a=a4&b=b9&d=d2;a=a1&b=b4&d=d5,0.0014067886575318605,1451132400
9131972.55,72750.637017992,a=a4&c=c2&d=d9;a=a2&b=b10&d=d2;a=a6&c=c2&d=d1,0.004618724665373408,1450692600
9510643.2575,76965.97414548679,a=a2&b=b20&d=d9;a=a2&b=b11&d=d6;a=a1&b=b20&d=d10,0.0002960013670137452,1451112600
10932562.667500002,84069.18032488131,a=a2&b=b30&d=d7;a=a6&c=c2&d=d3;a=a3&b=b5&d=d7,0.005087541923056882,1450753500
10109096.5025,83015.58456991849,a=a5&b=b8&d=d5;a=a4&b=b25&d=d9;b=b8&c=c4&d=d2,0.002542113487834686,1451046600
9409832.47,75340.18019538638,b=b13&c=c6&d=d4;a=a1&c=c4&d=d4;a=a2&c=c2&d=d4,0.001861518537278336,1451205000
10141036.7575,78261.41790363708,a=a5&b=b8&d=d1;a=a2&c=c3&d=d2;a=a6&b=b9&d=d5,0.01337771752334793,1450960800
10288294.4325,81998.54321818391,a=a1&b=b31&c=c4;a=a2&b=b27&d=d1;a=a6&c=c3&d=d8,0.0010528927123296934,1450698060
10606552.1225,86476.9953543958,a=a1&c=c1&d=d5;a=a6&b=b5&d=d8;a=a4&b=b4&d=d7,0.005037523009284521,1451031900
8584682.5925,68093.68202587124,a=a3&c=c2&d=d4;a=a2&b=b5&c=c2;a=a6&c=c6&d=d2,0.0009672884697767496,1451124000
9487904.5675,75348.93070807729,a=a4&b=b22&d=d8;b=b29&c=c3&d=d2;a=a2&c=c4&d=d8,0.011852930329725377,1451118000
9765636.5575,76175.8890355944,a=a5&c=c2&d=d1;a=a6&c=c4&d=d5;a=a1&b=b10&c=c5,0.0016439672306926931,1450934400
11011176.812500002,89970.28291892195,a=a2&b=b15&c=c2;a=a2&b=b27&c=c1;a=a6&c=c5&d=d4,0.0005705111463506952,1450666800
10556122.7875,82323.2675083213,a=a3&b=b3&d=d4;a=a6&b=b6&d=d10;b=b30&c=c5&d=d2,0.0005077395765353479,1450689300
10861738.1225,93165.7635048131,a=a3&b=b2&d=d5;a=a6&b=b14&d=d4;b=b23&c=c3&d=d4,0.0008258721244395816,1450938600
9660040.892500002,75385.88940617257,b=b22&c=c4&d=d10;a=a6&b=b21&c=c1;a=a6&b=b16&d=d10,0.0009610841772192568,1451114100
10158221.275,78928.68613707452,a=a4&b=b35&d=d1;a=a4&c=c6&d=d3;b=b25&c=c7&d=d1,0.0016991378476376355,1451222400
9357298.0875,70010.99797873276,a=a4&c=c7&d=d5;a=a6&c=c2&d=d5;a=a4&b=b3&c=c1,0.0008873512965964125,1450866900
9223312.5675,70966.4293141205,a=a6&c=c4&d=d6;b=b31&c=c2&d=d7;a=a4&b=b21&c=c7,0.0005583624546769894,1451120700
