normal_predict_amount,normal_predict_error,set,significance,timestamp
8647246.48,64722.29631032997,a=a3&b=b31&d=d6,0.00046695720453517785,1451124900
10948053.2275,88714.41823024393,a=a6&b=b9&c=c1,0.005085023902800293,1450857000
8790383.087499999,68410.83886618982,a=a1&b=b3&c=c6,9.869705393502064e-05,1450843800
9251615.9375,73432.79667813187,a=a6&b=b6&d=d10,0.00016593183149690792,1451109300
11279360.855,88575.72728669405,a=a2&b=b8&c=c3,0.0001481739266014899,1450682040
11098775.6625,92415.31542657543,a=a2&c=c1&d=d5,0.0007839418030457746,1450943160
8345238.94,68055.93968962152,a=a6&b=b20&c=c1,0.00708701012070362,1451188800
10640520.71,88366.66418301672,a=a5&c=c2&d=d1,0.0007056113509111238,1451031000
9503507.3125,75402.30942675605,a=a2&b=b7&c=c1,0.0005198359794173751,1451202300
2408048.8325,20232.78075297164,a=a5&b=b11&d=d2,0.0001401832356065203,1451079000
8410219.797500001,64543.32226263256,a=a1&b=b27&d=d6,0.00016268060602765558,1451190000
10783661.0975,87469.62200185991,b=b27&c=c4&d=d3,0.0005067673572711001,1450873800
2906190.5074999994,23226.377545988667,b=b30&c=c4&d=d7,0.003045473445236848,1450736700
9450545.365,74969.88289794553,a=a1&c=c3&d=d6,0.0021266234139121227,1451020800
11025119.087500002,83344.4786882407,a=a2&c=c1&d=d1,0.00048514617714184817,1450924800
10702068.47,84316.60695311442,a=a2&b=b15&d=d5,0.0005962901315543352,1450876800
10394537.045000002,87681.67224623455,a=a1&c=c2&d=d7,0.0010776238016368957,1451025000
3035110.25,24608.7880271358,a=a6&c=c1&d=d2,0.025438477282976973,1450911300
8565165.325,68377.83710416316,b=b8&c=c1&d=d5,0.003088400846446944,1451211600
9606563.6225,78183.5861919283,a=a6&b=b27&d=d2,0.00016895936021678082,1451200800
8440382.6925,68899.31014953989,b=b10&c=c1&d=d7,0.002425246941576289,1451103900
9663016.5125,75277.58192629262,a=a2&b=b35&c=c4,0.00019363745967997567,1451022300
11170344.27,86359.46631244433,b=b22&c=c1&d=d4,0.0009117862710793855,1450685460
3105045.8125,24665.703125202428,a=a3&c=c4&d=d7,0.002866782415108193,1450894200
9386665.2875,73676.73199854449,a=a6&b=b7&c=c4,0.00042015177713980364,1451198400
9000858.7625,69933.69696029398,a=a4&b=b22&d=d3,0.00016902813160496542,1451097900
9372645.17,71865.7028146308,a=a4&b=b7&d=d5,0.0003393452292639408,1450846200
8738904.22,65539.91249142562,b=b27&c=c3&d=d7,7.153849512002276e-05,1450757400
10947544.8975,86949.53473581199,a=a1&b=b8&c=c1,0.004430895644097307,1450752600
4563354.2575,37192.27712446824,b=b19&c=c8&d=d9,0.00011548388890717412,1451149500
2991708.285,23701.74957079801,a=a1&c=c5&d=d2,0.0002704471062500961,1450824000
10438586.1075,85262.26641590215,a=a1&c=c4&d=d10,0.0012763319492587251,1450870500
2773696.6325,21800.11903815811,a=a1&b=b11&c=c1,0.008054071159157435,1451170500
10588881.7375,89779.94426552358,a=a4&c=c7&d=d6,0.0002411739112294097,1451030400
9049280.6675,71756.02498478835,a=a1&b=b10&c=c7,7.413989052225066e-05,1451107200
10103733.1825,85783.43261488815,a=a4&b=b3&d=d6,0.0003784710978346452,1451134800
9852726.8175,79702.2438020967,a=a5&c=c1&d=d3,0.005241259311976769,1451047800
8800313.1725,68982.14780305284,b=b31&c=c6&d=d10,7.317457643941962e-05,1451186100
9623676.4275,77896.97180806771,a=a4&b=b9&d=d4,0.0011021877484319726,1451216700
10383520.3,79276.40279963607,a=a1&b=b5&d=d1,0.0008004753114759305,1450871400
9629075.98,83811.15895298317,a=a2&b=b4&c=c1,0.0006163546324531523,1451044500
9207673.5925,75031.5439956441,a=a4&b=b14&d=d8,0.0007213359211668633,1450779000
10044728.7425,77119.70334849093,a=a6&b=b19&d=d10,0.00017694465242551181,1450936200
8506130.6,72939.60358450678,a=a1&b=b20&d=d2,0.0006074135393252582,1451103300
8853572.9225,74394.39499153817,a=a3&b=b5&d=d4,0.0004949136596510155,1451040600
11108240.2325,89626.26225447928,a=a3&b=b11&d=d10,0.00026495631151083113,1450684200
11075724.1175,86144.07768136176,a=a6&c=c2&d=d6,0.0001881183515129985,1450925400
3088238.1225,24666.58240413933,b=b9&c=c4&d=d5,0.0011734735154526872,1450653900
8745857.0375,70640.00752829517,b=b27&c=c3&d=d2,0.0001723284641443088,1451212500
10223272.63,83867.58661184227,a=a2&c=c4&d=d5,0.010143934242055749,1450698900
11303019.09,85250.72311653192,a=a6&b=b13&d=d6,0.001878083418969282,1450768560
11079533.45,90361.39231971359,a=a3&c=c6&d=d7,0.0001968359057106996,1450944000
11110137.572500002,86343.72296926228,a=a6&b=b23&d=d2,4.343596734408625e-05,1450667700
10322522.5775,80915.40077280777,b=b8&c=c8&d=d2,0.00036834294222722795,1451132400
9091350.6775,67789.44109305486,a=a4&c=c1&d=d4,0.004011256047554057,1450692600
9498063.6825,79510.08475346949,a=a6&b=b9&d=d1,0.00146392014449666,1451112600
11031846.6725,88134.87994640131,a=a2&b=b27&d=d2,0.00018182717087075328,1450753500
10083411.6175,82163.4375638842,a=a1&c=c1&d=d6,0.002498977802064907,1451046600
9443792.3175,74619.67574277379,a=a4&b=b16&c=c4,0.00036467904338302414,1451205000
10279613.8725,84776.27097720714,a=a1&b=b19&d=d6,0.00025640734555428804,1450960800
10295138.27,80863.05663288009,a=a2&c=c7&d=d2,0.0009023557497158127,1450698060
10532690.975,81072.15476377605,a=a6&b=b20&c=c1,0.012966358983043384,1451031900
8590757.772499999,72843.63599702009,a=a1&b=b26&c=c3,0.000756365113390862,1451124000
9675672.815,77347.65012827501,a=a1&b=b10&c=c4,0.00023813355133891088,1451118000
9786234.08,74673.4233036089,a=a1&b=b23&d=d5,5.570376421747841e-05,1450934400
10984197.14,92924.19709255874,a=a3&b=b2&c=c1,0.0013312511467894964,1450666800
10559598.6675,81901.34246051652,a=a3&b=b26&d=d1,0.00024775795084225224,1450689300
10864820.2925,82965.31422824776,a=a5&c=c2&d=d8,0.0006747347653864897,1450938600
9662566.6575,79158.71263011535,a=a6&b=b27&c=c4,0.0003783380456560946,1451114100
10179986.995,78448.79256039034,a=a4&b=b5&c=c6,8.507581848606862e-05,1451222400
9368022.4425,76126.80059454699,a=a2&b=b12&c=c7,3.8304950982078e-05,1450866900
9174888.99,74535.19054436077,b=b30&c=c4&d=d3,0.002378569076966098,1451120700
