normal_predict_amount,normal_predict_error,set,significance,timestamp
9409133.965,73275.98991951752,c=c1&d=d1;a=a1&b=b2,0.05756856332541267,1450962000
10807402.945,85917.47005806028,a=a6&d=d2;b=b14&d=d4,0.018002417915224382,1450926600
8430434.6975,66479.12692268216,c=c2&d=d1;b=b26&c=c1,0.018469619371413056,1451124900
10834157.935,88885.70236344017,a=a4&d=d5;a=a1&d=d10,0.007597613282717506,1450857000
8533237.045,67647.79067258275,a=a4&c=c2;a=a6&b=b2,0.014777219660648568,1450843800
9193700.2,72913.51441749952,a=a5&d=d5;a=a1&b=b16,0.003180906701274591,1451109300
11039423.205000002,91598.43175566019,a=a4&d=d10;a=a6&c=c2,0.02025737592856735,1450682040
10886671.365,86788.34706059418,a=a4&b=b13;b=b19&d=d3,0.013889392324591252,1450943160
8259884.615,65496.286359577716,c=c3&d=d8;c=c2&d=d3,0.01306412956139318,1451188800
10497242.9525,84192.34217996418,a=a3&b=b20;c=c2&d=d7,0.0107959888337918,1451031000
9401741.665,77178.41606288972,a=a6&d=d10;b=b19&c=c7,0.004884373908128279,1451202300
2028323.6500000004,15600.397391369906,a=a2&b=b22;a=a6&c=c1,0.09521158646948484,1451079000
8357382.3775,66481.99299712334,a=a2&c=c3;a=a4&b=b3,0.00454649404543914,1451190000
10744954.46,90069.60981132947,b=b16&d=d5;c=c8&d=d5,0.003562938289690012,1450873800
2799743.7975000003,22048.71686429944,a=a3&c=c4;b=b30&d=d4,0.03401230580322512,1450736700
9462290.31,72391.52070931229,b=b8&c=c7;b=b30&c=c8,0.0015805060728747715,1451020800
10864199.989999998,84823.33596133173,a=a5&d=d8;b=b35&d=d4,0.006927242134062698,1450924800
10630489.285,83453.33496516572,a=a5&c=c2;b=b19&c=c3,0.004825440007464918,1450876800
10049651.5275,80065.73140866634,b=b14&c=c1;c=c8&d=d7,0.016179825339083957,1451025000
3110282.075,23970.644469029878,a=a3&b=b22;b=b14&d=d6,0.0066674242397477814,1450911300
8577252.4175,69986.23276608242,b=b23&d=d2;a=a5&b=b14,0.0016823677638189178,1451211600
9498204.2725,76523.10340257056,b=b30&c=c8;a=a3&c=c2,0.0052044320938793385,1451200800
8447515.6425,70460.05591935957,a=a1&c=c6;a=a2&b=b31,0.003573490618382394,1451103900
9339194.425,76591.35650005932,a=a6&d=d1;c=c6&d=d4,0.026641715006596838,1451022300
10956712.765,88602.26647284596,a=a3&b=b2;b=b19&d=d1,0.01134263117252983,1450685460
3078868.5025000004,23964.764659173667,a=a5&d=d2;a=a4&d=d10,0.007692398332594138,1450894200
9034614.4625,71274.0980053738,b=b2&d=d8;a=a4&d=d1,0.0244606097385267,1451198400
8790212.3475,69942.07419205473,a=a4&d=d10;c=c3&d=d2,0.013370269629901505,1451097900
9339673.1375,74407.7988442608,b=b22&d=d8;a=a3&c=c6,0.002879495532401302,1450846200
8532305.98,73956.35038065852,a=a3&d=d5;b=b9&c=c1,0.0210252671377492,1450757400
10952874.915,85598.18873051912,b=b30&d=d5;b=b1&c=c8,0.0032231869300008787,1450752600
4524388.055,35601.35528289343,a=a1&b=b25;b=b4&d=d6,0.007343867790553744,1451149500
2890932.4400000004,23804.01294382297,a=a3&d=d5;a=a4&b=b9,0.032437298356096635,1450824000
10226385.25,81088.70315938491,a=a6&d=d8;b=b13&c=c4,0.01479936371747765,1450870500
2819330.0300000007,21939.53483510832,a=a4&b=b25;c=c8&d=d8,0.001962032996124243,1451170500
9350390.9375,73618.14489207116,a=a2&d=d1;a=a5&c=c1,0.05229425589178036,1451030400
8870235.899999999,73671.53091309566,b=b4&d=d5;a=a2&d=d2,0.00956077462687951,1451107200
9902730.675,79974.41899028522,b=b9&d=d6;a=a5&d=d1,0.01765540590813041,1451134800
9739046.3,81806.93695836485,a=a6&c=c4;a=a6&c=c5,0.01862790914938615,1451047800
8778289.32,74856.94703132099,b=b26&d=d5;b=b20&c=c2,0.0022378425954130646,1451186100
9567144.585,72967.10048254335,b=b30&d=d10;c=c8&d=d1,0.005093225629726853,1451216700
9587259.56,78541.45038505082,a=a5&c=c1;b=b26&d=d1,0.0606573491683625,1450871400
9437063.7825,75978.64322970647,c=c2&d=d10;a=a2&d=d2,0.016147670556725155,1451044500
8940783.467500001,74472.7065841023,b=b9&c=c4;a=a3&d=d10,0.01924421323614271,1450779000
9628363.0175,78776.86112643809,a=a6&d=d8;a=a4&c=c4,0.02839123920441692,1450936200
8393573.385,71229.02029440418,a=a5&d=d8;c=c6&d=d6,0.011452881501813448,1451103300
8747614.0775,67836.69284851162,b=b13&d=d5;a=a4&b=b27,0.008808218862963653,1451040600
11047673.8825,89136.68666047863,b=b27&d=d5;b=b2&d=d3,0.004938291745166082,1450684200
10923189.66,86434.07315607599,c=c2&d=d5;a=a6&b=b9,0.007719302838774375,1450925400
3029246.2725000004,25765.36189450273,a=a6&b=b9;c=c2&d=d8,0.01425048651150811,1450653900
8710671.792499999,69242.81561844108,a=a4&b=b26;b=b31&d=d9,0.001871440079183232,1451212500
10288070.8125,88600.7997823185,b=b16&d=d5;b=b26&d=d2,0.0029232860224594555,1450698900
11116697.2675,91496.12360208176,a=a6&b=b20;b=b19&d=d6,0.010254599581582986,1450768560
10742377.58,82697.5295564743,a=a6&d=d4;b=b4&c=c6,0.03061526232429186,1450944000
11023959.835,89206.38550390072,c=c6&d=d1;c=c1&d=d9,0.006954941828092579,1450667700
9591715.4575,77156.71930364978,b=b26&d=d7;c=c1&d=d3,0.029137868407557388,1451132400
9143694.9825,75624.39714442591,b=b32&d=d3;a=a1&b=b19,0.003522924744518579,1450692600
9423189.025,74076.50106837027,a=a4&b=b7;c=c8&d=d1,0.006933264830112705,1451112600
10707923.2275,80274.01741986374,a=a3&d=d4;c=c6&d=d1,0.02305567555333704,1450753500
10010403.5375,81776.88598367097,b=b26&d=d1;c=c2&d=d4,0.012802467736726091,1451046600
8971799.0775,71266.58857269523,a=a2&c=c1;a=a3&c=c4,0.02278219734043701,1451205000
9348123.7225,76833.0555986324,a=a3&c=c1;b=b4&c=c7,0.055018766345230084,1450960800
10259764.785,80040.2423603051,c=c8&d=d8;b=b30&d=d9,0.0026150642977988852,1450698060
10627028.260000002,84866.40455471043,b=b1&d=d8;c=c6&d=d8,0.0023682918357607863,1451031900
7630695.24,62502.65181148207,a=a4&c=c2;a=a4&c=c3,0.07032948577043578,1451124000
9460713.4575,73505.81785960196,a=a4&c=c2;a=a1&c=c2,0.010937803152840906,1451118000
9644458.947500002,75789.78192123973,a=a5&c=c3;c=c2&d=d7,0.01266046370818575,1450934400
10995450.0125,90930.71531975204,a=a1&b=b4;b=b27&c=c3,0.001851309371205432,1450666800
10418206.53,84761.57018402434,a=a1&c=c3;a=a5&d=d6,0.01050725528082767,1450689300
10560194.2225,81855.64447836389,a=a5&d=d7;c=c3&d=d8,0.01351973144188483,1450938600
9526715.425,76246.02777686375,a=a5&b=b19;a=a3&c=c3,0.01184712523188463,1451114100
9760888.3025,80444.72481975982,a=a3&d=d1;a=a1&d=d6,0.03271148494112647,1451222400
9305469.2875,72253.23668050495,a=a2&c=c3;a=a6&c=c6,0.006253905752057611,1450866900
9006594.3525,73332.07024176784,a=a6&d=d8;a=a4&b=b27,0.013466448359901665,1451120700
