normal_predict_amount,normal_predict_error,set,significance,timestamp
9642240.3475,76664.14676888485,a=a6&b=b6,0.001053249148581707,1451022300
11175305.4525,92723.54798742641,a=a2&b=b25,0.00041766038244612564,1450685460
3070230.5775,24380.448326244503,a=a4&d=d5,0.014047115206850348,1450894200
9379800.3275,72590.56732755956,a=a6&b=b1,0.0010685785085434224,1451198400
8857691.637500001,73368.3411675164,a=a1&d=d5,0.01611422021993085,1451097900
9319200.6,72234.94670875718,b=b14&d=d4,0.006124181109731346,1450846200
8684632.6,69071.69736720496,b=b9&d=d4,0.0025196861817743605,1450757400
10920325.9125,84253.73928787853,c=c2&d=d8,0.008011105191540925,1450752600
4244215.15,34210.65204491976,c=c1&d=d4,0.02802779699607001,1451149500
2985469.1625000006,23652.73225456184,c=c8&d=d5,0.0009692155978745988,1450824000
10413174.225,84912.30156659365,b=b2&d=d2,0.0016103795366761142,1450870500
2827404.02,22324.595125364922,a=a3&b=b23,0.0009295688304625842,1451170500
10446698.21,84142.69420302683,a=a2&b=b4,0.008199413873723423,1451030400
9044851.5375,71345.59768644389,b=b6&d=d10,0.00045083937012622586,1451107200
10034857.77,77036.98878891107,b=b10&d=d8,0.007442826919668702,1451134800
9975017.445,78290.8519222218,b=b35&d=d8,0.0005124005347582277,1451047800
8643880.7975,67918.51289488055,a=a4&c=c4,0.007182176419266898,1451186100
8724451.3875,70472.49316622634,a=a1&c=c1,0.056812799522612575,1451216700
10280279.435,83364.54253760666,a=a4&b=b4,0.010735175150476171,1450871400
9631936.9,78952.46517826317,b=b16&c=c3,0.0007464757475806903,1451044500
9185968.1275,70291.73617168644,b=b25&d=d4,0.0021340728614632426,1450779000
9726147.1675,79033.42708846327,a=a4&d=d1,0.01280074881449115,1450936200
8356666.772500001,68941.96178588494,a=a3&d=d5,0.007326654907623711,1451103300
8781138.73,71390.14509507264,b=b19&d=d3,0.007199520086586237,1451040600
11104646.805,93989.55648380078,a=a1&b=b7,0.0007651266004195831,1450684200
10910529.305000003,84669.46902664902,c=c3&d=d2,0.009226995018717885,1450925400
3051968.18,25911.14810376458,a=a2&d=d4,0.01463810849798695,1450653900
8686187.485,71065.83619320345,b=b11&c=c4,0.005686072081645357,1451212500
10311323.655,85065.64824124413,b=b3&d=d6,0.0006474002401184388,1450698900
10407899.6325,77705.53512466162,c=c1&d=d7,0.04881284715438496,1450768560
10910104.505,92084.16953265076,c=c3&d=d5,0.012491427687755931,1450944000
10831978.135000002,83742.20341046352,a=a1&d=d3,0.02011412073228856,1450667700
10122201.8925,77976.82198467893,a=a2&d=d5,0.02000816228527677,1451132400
9059033.010000002,74213.05812614538,c=c1&d=d10,0.005418904882188651,1450692600
9481636.48,74254.32977370368,b=b5&c=c4,0.003556279611549206,1451112600
10945508.18,86301.53156529856,b=b8&c=c2,0.0032508123706108736,1450753500
10114485.5475,81708.28304031774,c=c8&d=d5,0.0019112853124561484,1451046600
9239672.81,73637.92124900683,c=c4&d=d5,0.022208535668052958,1451205000
10266295.3075,81613.4340629096,a=a3&b=b3,0.0015487035720527162,1450960800
10166288.12,81491.43108308359,a=a5&d=d4,0.010903868683796314,1450698060
10658229.8525,78964.67499962565,b=b35&d=d1,0.00048077206137254065,1451031900
8583712.055,68443.13967020636,b=b34&c=c2,0.0020797260934408896,1451124000
9552478.6525,80701.78776661426,a=a4&c=c2,0.005249824508163739,1451118000
9633352.41,76842.96561535622,a=a5&d=d1,0.01260735578061424,1450934400
10732137.785,89757.47491664672,a=a3&d=d3,0.010479590941221929,1450666800
9635835.7075,78639.727028647,a=a5&c=c1,0.03514299798506591,1450689300
10749286.1575,85289.9841055462,a=a1&d=d2,0.01130134638662502,1450938600
8338123.4375,71001.01653730572,a=a6&c=c1,0.1378857193834224,1451114100
10133098.2825,78190.41455703026,a=a2&b=b16,0.004817714325068422,1451222400
9332652.515,72998.6813184541,b=b20&d=d8,0.003871002381857396,1450866900
9182595.5975,73642.53034058207,b=b14&c=c4,0.0020445808268638285,1451120700
