normal_predict_amount,normal_predict_error,set,significance,timestamp
6395963.1875,49113.97413447502,b=b2;c=c4;d=d4,0.3018855244409302,1450960800
5669969.0825,40088.060388230304,d=d6;a=a4;a=a1,0.2780364193598648,1450698060
7846895.3,64200.21230162258,a=a5;b=b24;d=d4,0.16771825614798005,1451031900
7285600.680000002,59397.47802276481,d=d3;b=b22;d=d3,0.26243067671929005,1451124000
6477389.8125,51765.62489177995,b=b31;d=d4;a=a2,0.2454122658536921,1451118000
5974471.64,46452.25704911655,d=d5;a=a3;a=a2,0.29952730410040485,1450934400
8716460.74,63427.8472500327,d=d10;a=a3;b=b20,0.1964299425000025,1450666800
8804638.68,70620.16495477855,d=d8;b=b26;b=b5,0.1158376853659632,1450689300
8944638.2,69642.05562749418,d=d5;b=b19;d=d10,0.15921973262569306,1450938600
6985570.9175,58211.62031739442,b=b14;a=a3;d=d5,0.26669664483681943,1451114100
6640830.1725,54000.54702192043,a=a3;a=a2;a=a3,0.3477955528266663,1451222400
6600093.3625,51981.00633954874,c=c7;a=a2;d=d7,0.2907997665440781,1450866900
6507234.65,50292.800465265456,c=c7;a=a4;d=d2,0.1685927210054258,1451120700
